Year,Horsepower,Turbo_Encoded,Fuel_Type_Encoded,Model_Huracán,Model_Huracán (Temerario),Model_Revuelto,Model_Urus,Model_Urus SE,Region_Americas,Region_EMEA,Color_Blue,Color_Green,Color_Grey,Color_Orange,Color_Red,Color_Silver,Color_White,Color_Yellow
-1.5243050797316864,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,2.0916500663351894,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
-0.31050659031576755,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,2.0916500663351894,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
-1.5243050797316864,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
0.29639265439219187,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,1.439245834257849,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,1.9436506316151003,-0.27386127875258304
-1.5243050797316864,-0.7924235675676453,0.0,-0.6221710168382552,1.9436506316151003,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,1.439245834257849,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,3.1224989991991996,-0.4780914437337575,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
0.9032918991001513,2.1219220080221004,0.0,1.607275126832159,-0.5144957554275266,-0.2208630521496931,2.48327740429189,-0.5863019699779287,-0.32025630761017426,1.439245834257849,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,1.9436506316151003,-0.27386127875258304
-0.31050659031576755,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
1.5101911438081106,2.1219220080221004,0.0,1.607275126832159,-0.5144957554275266,-0.2208630521496931,2.48327740429189,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,2.0916500663351894,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
0.29639265439219187,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
1.5101911438081106,-0.7136574709300846,0.0,1.607275126832159,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,3.1224989991991996,-0.6948083337796512,-0.7319250547113999,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,3.651483716701107,-0.5144957554275266,-0.27386127875258304
-0.917405835023727,0.29454856603069224,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,-0.5863019699779287,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,-0.27386127875258304,-0.5144957554275266,-0.27386127875258304
-0.917405835023727,-0.7136574709300846,0.0,-0.6221710168382552,-0.5144957554275266,-0.2208630521496931,-0.4026936331284146,1.7056057308448835,-0.32025630761017426,-0.6948083337796512,1.3662601021279466,-0.2208630521496931,-0.1543033499620919,-0.1543033499620919,-0.32025630761017426,-0.4780914437337575,3.651483716701107,-0.5144957554275266,-0.27386127875258304
